0.97630	0.94977	0.87047	0.90826	0.93953
0.96154	0.92958	0.80645	0.89302	0.88679
0.95283	0.91163	0.80214	0.86758	0.8599
0.92	0.91943	0.7957	0.84404	0.83582
0.91	0.89855	0.72527	0.84545	0.7619
0.92698	0.88785	0.73514	0.83333	0.76382
0.88889	0.86538	0.70056	0.85463	0.74737
0.90732	0.875	0.77174	0.8559	0.78075
0.87129	0.88235	0.71823	0.82819	0.73626
0.87685	0.82828	0.70968	0.81702	0.71429
0.80612	0.79397	0.69841	0.79828	0.70652



